Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0115CP00084,CITY OF LONDON,0,532650,181270,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00086,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00087,CITY OF LONDON,0,533420,181060,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00089,CITY OF LONDON,0,533380,180860,1,3 Pedestrian,2 Female,25-59,38,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115CP00090,CITY OF LONDON,0,532610,180780,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00091,CITY OF LONDON,0,531790,180830,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00092,CITY OF LONDON,0,533810,180960,1,1 Driver/Rider,1 Male,25-59,56,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00093,CITY OF LONDON,0,531560,181560,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00094,CITY OF LONDON,0,533060,181230,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00095,CITY OF LONDON,0,533110,181290,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00096,CITY OF LONDON,0,531890,181130,1,2 Passenger,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00097,CITY OF LONDON,0,533040,181400,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115CP00098,CITY OF LONDON,0,532150,181590,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00099,CITY OF LONDON,0,531700,180940,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00100,CITY OF LONDON,0,532180,181040,1,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00101,CITY OF LONDON,0,532780,180410,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115CP00102,CITY OF LONDON,0,531350,180820,2,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00102,CITY OF LONDON,0,531350,180820,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115CP00102,CITY OF LONDON,0,531350,180820,3,2 Passenger,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00103,CITY OF LONDON,0,533570,181250,1,3 Pedestrian,1 Male,60+,64,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0115CP00104,CITY OF LONDON,0,532560,180780,1,3 Pedestrian,2 Female,60+,67,1,3 Slight,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0115CP00105,CITY OF LONDON,0,533380,180870,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00106,CITY OF LONDON,0,532120,181590,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00108,CITY OF LONDON,0,532650,181120,1,3 Pedestrian,1 Male,16-24,20,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00109,CITY OF LONDON,0,532150,181550,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00110,CITY OF LONDON,0,532600,181280,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00111,CITY OF LONDON,0,532550,181130,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00112,CITY OF LONDON,0,532730,181630,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00113,CITY OF LONDON,0,533250,181530,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00114,CITY OF LONDON,0,531370,180820,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00115,CITY OF LONDON,0,531890,181360,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00116,CITY OF LONDON,0,531560,181560,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00117,CITY OF LONDON,0,533740,180490,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00118,CITY OF LONDON,0,531630,181170,2,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115CP00118,CITY OF LONDON,0,531630,181170,4,2 Passenger,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115CP00118,CITY OF LONDON,0,531630,181170,3,2 Passenger,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00118,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00119,CITY OF LONDON,0,533370,181910,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00120,CITY OF LONDON,0,531800,181400,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00120,CITY OF LONDON,0,531800,181400,2,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00121,CITY OF LONDON,0,532740,181050,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00122,CITY OF LONDON,0,533280,180720,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00123,CITY OF LONDON,0,532120,181330,1,2 Passenger,2 Female,25-59,26,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00124,CITY OF LONDON,0,532650,181260,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00125,CITY OF LONDON,0,532690,181550,1,2 Passenger,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00126,CITY OF LONDON,0,531630,180800,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00127,CITY OF LONDON,0,531930,181760,1,3 Pedestrian,1 Male,60+,77,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115CP00128,CITY OF LONDON,0,533400,181350,1,3 Pedestrian,2 Female,25-59,49,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115CP00129,CITY OF LONDON,0,531890,181360,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00130,CITY OF LONDON,0,532890,180690,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0115CP00131,CITY OF LONDON,0,531820,181390,1,1 Driver/Rider,2 Female,0-15,3,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00132,CITY OF LONDON,0,532820,180860,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00133,CITY OF LONDON,0,532880,180700,1,1 Driver/Rider,2 Female,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00134,CITY OF LONDON,0,532150,181230,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00135,CITY OF LONDON,0,533310,180700,1,3 Pedestrian,2 Female,60+,67,1,3 Slight,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian, 
0115CP00136,CITY OF LONDON,0,532120,181370,1,2 Passenger,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00137,CITY OF LONDON,0,533250,181530,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00138,CITY OF LONDON,0,532520,181140,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00139,CITY OF LONDON,0,531960,181340,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00140,CITY OF LONDON,0,533720,181250,1,3 Pedestrian,1 Male,25-59,44,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0115CP00141,CITY OF LONDON,0,532680,181450,1,3 Pedestrian,2 Female,25-59,43,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115CP00143,CITY OF LONDON,0,532760,180710,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00144,CITY OF LONDON,0,533320,181670,1,3 Pedestrian,2 Female,25-59,34,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00145,CITY OF LONDON,0,531600,181170,1,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00146,CITY OF LONDON,0,533060,180930,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00147,CITY OF LONDON,0,532910,181280,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115CP00148,CITY OF LONDON,0,533350,180710,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00148,CITY OF LONDON,0,533350,180710,2,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00149,CITY OF LONDON,0,531640,180990,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00150,CITY OF LONDON,0,531710,181450,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00151,CITY OF LONDON,0,532420,180820,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00152,CITY OF LONDON,0,533060,180930,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115CP00153,CITY OF LONDON,0,533210,181540,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00154,CITY OF LONDON,0,532960,180940,1,3 Pedestrian,1 Male,25-59,39,1,3 Slight,09 In Road - Not Crossing,7 In Rd Facing Traffic,1 Pedestrian, 
0115CP00155,CITY OF LONDON,0,532840,181520,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00156,CITY OF LONDON,0,532650,181280,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00157,CITY OF LONDON,0,533070,181460,2,2 Passenger,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00157,CITY OF LONDON,0,533070,181460,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00158,CITY OF LONDON,0,532790,180950,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115CP00159,CITY OF LONDON,0,531740,181670,1,3 Pedestrian,1 Male,25-59,32,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115CP00161,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00163,CITY OF LONDON,0,533600,181170,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00164,CITY OF LONDON,0,532700,181540,1,3 Pedestrian,1 Male,25-59,33,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0115CP00165,CITY OF LONDON,0,532630,181380,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00167,CITY OF LONDON,0,531640,180980,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00167,CITY OF LONDON,0,531640,180980,2,3 Pedestrian,1 Male,25-59,35,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115CP00168,CITY OF LONDON,0,532440,180960,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00169,CITY OF LONDON,0,531890,181360,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00170,CITY OF LONDON,0,533310,181430,1,2 Passenger,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00171,CITY OF LONDON,0,532050,180930,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115CP00172,CITY OF LONDON,0,532160,181540,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00173,CITY OF LONDON,0,530970,181610,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00174,CITY OF LONDON,0,532420,181950,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00175,CITY OF LONDON,0,531620,181170,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00176,CITY OF LONDON,0,531800,180830,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00177,CITY OF LONDON,0,532410,180830,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00179,CITY OF LONDON,0,533280,180720,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00180,CITY OF LONDON,0,531370,180820,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00181,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,2 Female,25-59,26,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00182,CITY OF LONDON,0,532880,180700,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00183,CITY OF LONDON,0,532160,181230,2,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00183,CITY OF LONDON,0,532160,181230,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00184,CITY OF LONDON,0,533210,181960,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00185,CITY OF LONDON,0,531380,180820,2,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00185,CITY OF LONDON,0,531380,180820,3,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00185,CITY OF LONDON,0,531380,180820,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00186,CITY OF LONDON,0,531780,180830,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00187,CITY OF LONDON,0,533200,181430,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00189,CITY OF LONDON,0,531170,181120,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00190,CITY OF LONDON,0,533280,181590,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00191,CITY OF LONDON,0,532090,181840,2,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00191,CITY OF LONDON,0,532090,181840,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00192,CITY OF LONDON,0,531270,181300,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00193,CITY OF LONDON,0,531660,180930,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00194,CITY OF LONDON,0,532200,181400,1,3 Pedestrian,2 Female,25-59,28,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115CP00195,CITY OF LONDON,0,531680,181580,1,3 Pedestrian,1 Male,25-59,49,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115CP00196,CITY OF LONDON,0,532420,180830,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00198,CITY OF LONDON,0,532430,180820,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00199,CITY OF LONDON,0,532150,181230,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00200,CITY OF LONDON,0,531560,181560,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00201,CITY OF LONDON,0,531810,180940,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00202,CITY OF LONDON,0,531390,180810,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00203,CITY OF LONDON,0,533290,181310,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00204,CITY OF LONDON,0,531720,181440,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00205,CITY OF LONDON,0,533070,181450,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00208,CITY OF LONDON,0,532890,180690,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00209,CITY OF LONDON,0,532590,180920,3,3 Pedestrian,1 Male,25-59,42,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00209,CITY OF LONDON,0,532590,180920,2,3 Pedestrian,1 Male,25-59,25,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00209,CITY OF LONDON,0,532590,180920,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00210,CITY OF LONDON,0,532930,180820,1,3 Pedestrian,2 Female,25-59,48,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00211,CITY OF LONDON,0,532930,181500,1,1 Driver/Rider,1 Male,25-59,48,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00212,CITY OF LONDON,0,533320,180700,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00213,CITY OF LONDON,0,533600,181180,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00214,CITY OF LONDON,0,533600,181180,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00215,CITY OF LONDON,0,532420,180830,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00216,CITY OF LONDON,0,533290,181430,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00217,CITY OF LONDON,0,532850,180840,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00218,CITY OF LONDON,0,532480,180800,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00219,CITY OF LONDON,0,532080,181570,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00220,CITY OF LONDON,0,533230,181530,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian, 
0115CP00221,CITY OF LONDON,0,533380,181370,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00222,CITY OF LONDON,0,531950,181760,2,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00222,CITY OF LONDON,0,531950,181760,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00223,CITY OF LONDON,0,532130,181620,2,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00223,CITY OF LONDON,0,532130,181620,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115CP00224,CITY OF LONDON,0,532880,180830,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00225,CITY OF LONDON,0,532780,180980,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00226,CITY OF LONDON,0,532180,181340,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0115CP00227,CITY OF LONDON,0,533280,181590,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00229,CITY OF LONDON,0,531400,181560,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115CP00231,CITY OF LONDON,0,532483,180806,1,1 Driver/Rider,2 Female,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00232,CITY OF LONDON,0,532940,180870,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00233,CITY OF LONDON,0,533710,181240,1,3 Pedestrian,2 Female,16-24,19,1,2 Serious,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0115CP00234,CITY OF LONDON,0,533300,180690,1,3 Pedestrian,1 Male,25-59,41,1,2 Serious,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00235,CITY OF LONDON,0,533280,181580,1,2 Passenger,1 Male,60+,70,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115CP00236,CITY OF LONDON,0,531290,181480,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00236,CITY OF LONDON,0,531290,181480,2,3 Pedestrian,1 Male,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115CP00237,CITY OF LONDON,0,531390,181180,1,3 Pedestrian,1 Male,25-59,38,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0115CP00238,CITY OF LONDON,0,531820,181150,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115CP00239,CITY OF LONDON,0,532740,181050,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115CP00240,CITY OF LONDON,0,531880,181160,1,3 Pedestrian,1 Male,0-15,0,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0115CP00241,CITY OF LONDON,0,532110,181870,1,1 Driver/Rider,2 Female,60+,79,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
